|||<p class="tech"><b><i><span style="font-family: Arial;">Day One Part One: Launch and Reaching Earth Orbit</span></i></b>
|||<p class="tech"><b>Apollo 16 Preparation Milestones</b> <span style="font-size: 7.5pt;">(from Flight Evaluation Report AS-511/Apollo 16 and Apollo By The Numbers)</span>
-01:30:00|P|PAO|This is Apollo Saturn Launch Control. We're at T-minus 1 hour, 30 minutes, 58 seconds and counting. Just seconds from now a final gemsphere release will be made. A gemsphere is a weather balloon which measures the winds aloft. However, we don't anticipate any problems with any type of weather this morning. The spacecraft checkout is continuing ahead of schedule according to the test conductor Skip Chauvin. The cabin purge has been completed and the spacecraft pressurized with a 60-40 mixture of oxygen and nitrogen. This mixture is similar to air, is pressurized slightly above the ambient pressure and then the crew checks for any possible decay in that pressure. This ensures that we've had a proper seal with the hatch, which came closed earlier and that we have no spacecraft leaks. These activities continuing at this time. T-minus 1 hour, 30 minutes, 9 seconds and counting. This is Kennedy Launch Control."</p>   <p class="pao"><b>-001:30 Public Affairs Officer</b>: "This is Apollo Saturn Launch Control. We're at T-minus 1 hour, 30 minutes, 58 seconds and counting. Just seconds from now a final gemsphere release will be made. A gemsphere is a weather balloon which measures the winds aloft. However, we don't anticipate any problems with any type of weather this morning. The spacecraft checkout is continuing ahead of schedule according to the test conductor Skip Chauvin. The cabin purge has been completed and the spacecraft pressurized with a 60-40 mixture of oxygen and nitrogen. This mixture is similar to air, is pressurized slightly above the ambient pressure and then the crew checks for any possible decay in that pressure. This ensures that we've had a proper seal with the hatch, which came closed earlier and that we have no spacecraft leaks. These activities continuing at this time. T-minus 1 hour, 30 minutes, 9 seconds and counting. This is Kennedy Launch Control.
-01:20:00|P|PAO|This is Apollo Saturn Center Launch Control. We're at T minus 1 hour, 20 minutes, 57 seconds and counting. Just a short time ago, a first motion signal was sent to the vehicle. This signal is sent down and checked in Houston and by the Range to ensure that they in turn are receiving it and will receive it at lift-off. Pressure checks have been completed inside the spacecraft and the booster protective cover is now being placed over the hatch. The white-room crew is completing storage and taking down the environmental protection plates around the spacecraft. They'll be leaving the spacecraft shortly and, at about T-minus 43 minutes in the countdown, the white room will be retracted to the 12-degree mark. This is after the crew has completely cleared the - the close-out crew has completely the cleared the area. They are expected to be clear of the area by the T-minus 55 minute mark. Our countdown is continuing smoothly at this time. T minus 1 hour, 20 minutes, 1 second and counting. This is Kennedy Launch Control."</p>   <p class="pao"><b>-001:20 Public Affairs Officer:</b> "This is Apollo Saturn Center Launch Control. We're at T minus 1 hour, 20 minutes, 57 seconds and counting. Just a short time ago, a first motion signal was sent to the vehicle. This signal is sent down and checked in Houston and by the Range to ensure that they in turn are receiving it and will receive it at lift-off. Pressure checks have been completed inside the spacecraft and the booster protective cover is now being placed over the hatch. The white-room crew is completing storage and taking down the environmental protection plates around the spacecraft. They'll be leaving the spacecraft shortly and, at about T-minus 43 minutes in the countdown, the white room will be retracted to the 12-degree mark. This is after the crew has completely cleared the - the close-out crew has completely the cleared the area. They are expected to be clear of the area by the T-minus 55 minute mark. Our countdown is continuing smoothly at this time. T minus 1 hour, 20 minutes, 1 second and counting. This is Kennedy Launch Control.
-01:10:00|P|PAO|This is Apollo Saturn Launch Control. T minus 1 hour, 10 minutes, 58 seconds and counting. At the 1 hour and 13 minute mark, scheduled with a Q-ball simulated command, this command goes to the Q-ball and is read out in the spacecraft by the spacecraft commander. The Q-ball is an angle of attack sphere perched above the launch escape system, and it's used to give the spacecraft commander and the crew any signals which would indicate an out of tolerance condition during the early stages of flight. The countdown [is] moving along well at this time. T minus 1 hour, 10 minutes, 25 seconds and counting. This is Kennedy Launch Control."</p>   <p class="pao"><b>-001:10 Public Affairs Officer:</b> "This is Apollo Saturn Launch Control. T minus 1 hour, 10 minutes, 58 seconds and counting. At the 1 hour and 13 minute mark, scheduled with a Q-ball simulated command, this command goes to the Q-ball and is read out in the spacecraft by the spacecraft commander. The Q-ball is an angle of attack sphere perched above the launch escape system, and it's used to give the spacecraft commander and the crew any signals which would indicate an out of tolerance condition during the early stages of flight. The countdown [is] moving along well at this time. T minus 1 hour, 10 minutes, 25 seconds and counting. This is Kennedy Launch Control.
-01:01:00|P|PAO|This is Apollo Saturn Launch Control. We're at T minus 1 hour, 59 seconds and counting, going into the final hour of the countdown. The spacecraft Stabilization and Control System has been powered up. Checks have been run on that by the spacecraft Commander John Young and the Command Module Pilot Tom Mattingly. We've also just received word that King Hussein has landed on the airstrip at Cape Kennedy and will be over to the Kennedy Space Center shortly to view the launch. Our countdown is continuing here at Kennedy Space Center. We'll switch now to the Mission Control Center in Houston for a status there."</p>   <p class="pao"><b>-001:01 Public Affairs Officer:</b> "This is Apollo Saturn Launch Control. We're at T minus 1 hour, 59 seconds and counting, going into the final hour of the countdown. The spacecraft Stabilization and Control System has been powered up. Checks have been run on that by the spacecraft Commander John Young and the Command Module Pilot Tom Mattingly. We've also just received word that King Hussein has landed on the airstrip at Cape Kennedy and will be over to the Kennedy Space Center shortly to view the launch. Our countdown is continuing here at Kennedy Space Center. We'll switch now to the Mission Control Center in Houston for a status there.
-01:00:00|P|PAO|<b>-001:00 Public Affairs Officer (Houston):</b> "This is Apollo Control, Houston at minus 1 hour and counting. The worldwide Manned Space Flight Network (MSFN) is prepared for launch at this time. The network is clean without discrepancy. The calm but intent atmosphere best describes the mood of the Mission Control Center at this time. Our cast of characters today - Flight Director Gene Kranz, the most veteran of the active flight directors wearing his traditional white vest. This is his team - the white team of flight controllers. Our CapCom Gordon Fullerton served in the same capacity in Apollo 14 when the Alan Shepard crew was also launched on a Sunday. At all of the consoles here in Mission Control, Houston, an experienced team of flight controllers ready to swing in action in less than an hour. This is Apollo Control, Houston."</p>   <p class="pao"><b>-001:00 Public Affairs Officer (Houston):</b> "This is Apollo Control, Houston at minus 1 hour and counting. The worldwide Manned Space Flight Network (MSFN) is prepared for launch at this time. The network is clean without discrepancy. The calm but intent atmosphere best describes the mood of the Mission Control Center at this time. Our cast of characters today - Flight Director Gene Kranz, the most veteran of the active flight directors wearing his traditional white vest. This is his team - the white team of flight controllers. Our CapCom Gordon Fullerton served in the same capacity in Apollo 14 when the Alan Shepard crew was also launched on a Sunday. At all of the consoles here in Mission Control, Houston, an experienced team of flight controllers ready to swing in action in less than an hour. This is Apollo Control, Houston.
-00:54:00|P|PAO|This is Apollo Saturn Launch Control at T-minus 54 minutes and counting, T-minus 54 minutes and counting. Earlier this morning the cryogenics were loaded aboard the Saturn V space vehicle. The flight crew then came aboard and is now onboard completing a series of communications checks. The weather continues to be clear as it's supposed to be for our launch time, and we continue to aim for a launch at 12:54 pm Eastern Standard Time. The Command Communications System which carries the launch vehicle commands on S-band frequency has now been turned on for launch. The liquid hydrogen-liquid oxygen, the cryogenic fuels, loaded earlier, are continuing to be topped off. Countdown continuing at this time. We've just received word that the Vice President of the United States, Spiro Agnew, has arrived at Cape Kennedy and is coming across the Kennedy Space Center to view the launch. Now at T-minus 53 minutes and counting, this is Kennedy Launch Control."</p>   <p class="pao"><b>-000:54 Public Affairs Officer:</b> "This is Apollo Saturn Launch Control at T-minus 54 minutes and counting, T-minus 54 minutes and counting. Earlier this morning the cryogenics were loaded aboard the Saturn V space vehicle. The flight crew then came aboard and is now onboard completing a series of communications checks. The weather continues to be clear as it's supposed to be for our launch time, and we continue to aim for a launch at 12:54 pm Eastern Standard Time. The Command Communications System which carries the launch vehicle commands on S-band frequency has now been turned on for launch. The liquid hydrogen-liquid oxygen, the cryogenic fuels, loaded earlier, are continuing to be topped off. Countdown continuing at this time. We've just received word that the Vice President of the United States, Spiro Agnew, has arrived at Cape Kennedy and is coming across the Kennedy Space Center to view the launch. Now at T-minus 53 minutes and counting, this is Kennedy Launch Control.
-00:51:00|P|PAO|This Apollo Center Launch Control passing the 51 minute mark, T-minus 50 minutes, 57 seconds and counting. And just received report that the launch site recovery forces and the helicopters are on station and ready to support the launch of Apollo 16. D-band beacon checks are under way at this time. The beacons are onboard the Instrument Unit of the space vehicle and used for tracking by the Eastern Test Range during powered phase of flight. Both of the high speed elevators at launch complex 39A - these are high speed elevators on the mobile launcher - are parked now [at] the 320 foot level as the crew – the close out crew has moved clear of the area. The swing arm, Swing Arm 9, has just moved back to the retract position. This is a 12-degree standby position. From this position, it can be quickly returned to the spacecraft, if needed, and will remain at this parked position until the final moment of launch. At T-minus 5 minutes, approximately, it will swing back to the full retract position. The countdown is continuing at this time, T-minus 49 minutes, 55 seconds and counting. This is Kennedy Launch Control."</p>   <p class="pao"><b>-000:51 Public Affairs Officer:</b> "This Apollo Center Launch Control passing the 51 minute mark, T-minus 50 minutes, 57 seconds and counting. And just received report that the launch site recovery forces and the helicopters are on station and ready to support the launch of Apollo 16. D-band beacon checks are under way at this time. The beacons are onboard the Instrument Unit of the space vehicle and used for tracking by the Eastern Test Range during powered phase of flight. Both of the high speed elevators at launch complex 39A - these are high speed elevators on the mobile launcher - are parked now [at] the 320 foot level as the crew – the close out crew has moved clear of the area. The swing arm, Swing Arm 9, has just moved back to the retract position. This is a 12-degree standby position. From this position, it can be quickly returned to the spacecraft, if needed, and will remain at this parked position until the final moment of launch. At T-minus 5 minutes, approximately, it will swing back to the full retract position. The countdown is continuing at this time, T-minus 49 minutes, 55 seconds and counting. This is Kennedy Launch Control.
-00:43:00|P|PAO|This is Apollo Saturn Launch Control. T-minus 43 minutes and counting. A critical power transfer test was just conducted. During this test the flight vehicle batteries take on the work load having been shared up to that point by an external source. We've gone back to that external source again and we'll stay on that saving the flight batteries until the final minute, approximately 50 seconds in the count down. Superintendent of range operations just reported that the Kennedy Space Center is clear for launch. Now T-minus 42 minutes, 30 seconds and counting. This is Kennedy Launch Control."</p>   <p class="pao"><b>-000:43 Public Affairs Officer:</b> "This is Apollo Saturn Launch Control. T-minus 43 minutes and counting. A critical power transfer test was just conducted. During this test the flight vehicle batteries take on the work load having been shared up to that point by an external source. We've gone back to that external source again and we'll stay on that saving the flight batteries until the final minute, approximately 50 seconds in the count down. Superintendent of range operations just reported that the Kennedy Space Center is clear for launch. Now T-minus 42 minutes, 30 seconds and counting. This is Kennedy Launch Control.
